,SampleName,SpeciesID,SpecimenID,taxon,country,Elevation,Latitude,Longitude,class.dim2.n0,probass.dim2.n0.g1,probass.dim2.n0.g2,probass.dim2.n0.g3,probass.dim2.n0.g4,probass.dim2.n0.g5,probass.dim2.n0.g6,NMDS1.dim2.n0,NMDS2.dim2.n0,class.dim3.n0,probass.dim3.n0.g1,probass.dim3.n0.g2,probass.dim3.n0.g3,probass.dim3.n0.g4,probass.dim3.n0.g5,probass.dim3.n0.g6,probass.dim3.n0.g7,probass.dim3.n0.g8,probass.dim3.n0.g9,NMDS1.dim3.n0,NMDS2.dim3.n0,NMDS3.dim3.n0,class.dim4.n0,probass.dim4.n0.g1,probass.dim4.n0.g2,probass.dim4.n0.g3,probass.dim4.n0.g4,probass.dim4.n0.g5,probass.dim4.n0.g6,probass.dim4.n0.g7,probass.dim4.n0.g8,probass.dim4.n0.g9,probass.dim4.n0.g10,NMDS1.dim4.n0,NMDS2.dim4.n0,NMDS3.dim4.n0,NMDS4.dim4.n0,class.dim5.n0,probass.dim5.n0.g1,probass.dim5.n0.g2,probass.dim5.n0.g3,probass.dim5.n0.g4,probass.dim5.n0.g5,probass.dim5.n0.g6,probass.dim5.n0.g7,probass.dim5.n0.g8,probass.dim5.n0.g9,NMDS1.dim5.n0,NMDS2.dim5.n0,NMDS3.dim5.n0,NMDS4.dim5.n0,NMDS5.dim5.n0,class.dim6.n0,probass.dim6.n0.g1,probass.dim6.n0.g2,probass.dim6.n0.g3,probass.dim6.n0.g4,probass.dim6.n0.g5,probass.dim6.n0.g6,probass.dim6.n0.g7,probass.dim6.n0.g8,probass.dim6.n0.g9,NMDS1.dim6.n0,NMDS2.dim6.n0,NMDS3.dim6.n0,NMDS4.dim6.n0,NMDS5.dim6.n0,NMDS6.dim6.n0,class.dim7.n0,probass.dim7.n0.g1,probass.dim7.n0.g2,probass.dim7.n0.g3,probass.dim7.n0.g4,probass.dim7.n0.g5,probass.dim7.n0.g6,probass.dim7.n0.g7,probass.dim7.n0.g8,probass.dim7.n0.g9,probass.dim7.n0.g10,NMDS1.dim7.n0,NMDS2.dim7.n0,NMDS3.dim7.n0,NMDS4.dim7.n0,NMDS5.dim7.n0,NMDS6.dim7.n0,NMDS7.dim7.n0,class.dim8.n0,probass.dim8.n0.g1,probass.dim8.n0.g2,probass.dim8.n0.g3,probass.dim8.n0.g4,probass.dim8.n0.g5,probass.dim8.n0.g6,probass.dim8.n0.g7,probass.dim8.n0.g8,probass.dim8.n0.g9,probass.dim8.n0.g10,NMDS1.dim8.n0,NMDS2.dim8.n0,NMDS3.dim8.n0,NMDS4.dim8.n0,NMDS5.dim8.n0,NMDS6.dim8.n0,NMDS7.dim8.n0,NMDS8.dim8.n0
47,FZ457_E_rosea_Plate4,FZ457_E_rosea,FZ457,rosea,Chile,1068,-38.25333333,-71.74861111,1,0.999549599,0.000202191,7.89E-73,0.000248165,4.49E-08,1.06E-46,0.057384509,0.017562319,1,0.999999706,4.21E-81,2.68E-22,3.26E-22,2.94E-07,2.27E-10,6.81E-57,1.35E-82,5.65E-35,-0.035959938,-0.000338017,-0.03654585,4,1.02E-96,0.039464918,2.04E-23,0.960535082,7.88E-24,1.83E-14,7.70E-127,2.43E-24,1.83E-36,0,-0.020189695,0.010094544,0.02066503,0.006982941,1,0.999999402,3.74E-104,3.92E-24,3.36E-25,5.98E-07,1.87E-142,1.26E-37,2.05E-36,0,-0.049707722,-0.019152048,-0.028279446,0.034242704,0.013209255,2,2.92E-147,0.999892266,0.000107734,3.59E-39,1.10E-40,1.49E-238,2.40E-52,3.25E-54,0,0.02320687,-0.001284948,0.035446562,0.002580735,-0.000742307,0.005585446,1,1,1.23E-135,7.56E-50,5.89E-12,3.60E-227,6.02E-112,1.75E-54,2.75E-54,0,0,-0.022749173,-2.33E-06,-0.037973679,0.001865938,-0.006453169,0.003970929,0.003419546,1,1,2.23E-141,6.25E-45,8.85E-11,3.33E-248,1.36E-221,2.82E-52,2.04E-52,0,2.51E-144,-0.039652376,0.004365886,-0.050076644,0.013508135,-0.002978064,0.003371892,-0.000122913,0.006838705
48,FZ466_E_rosea_Plate4,FZ466_E_rosea,FZ466,rosea,Chile,1328,-35.46611111,-70.97725,1,0.9988468,7.56E-05,1.06E-66,0.001076334,1.26E-06,8.49E-41,0.046866294,0.028506488,1,0.999999973,1.39E-72,5.33E-22,1.02E-26,2.09E-08,6.17E-09,3.03E-88,9.12E-88,1.77E-34,-0.027414328,-0.008673049,-0.051001474,4,3.53E-90,0.123031044,2.02E-25,0.876968956,1.90E-29,6.43E-15,2.53E-203,1.82E-22,1.63E-36,0,-0.016119908,0.018743563,0.023024744,0.01020576,1,0.999999957,6.41E-97,4.95E-25,8.55E-30,4.31E-08,5.83E-193,9.77E-38,1.65E-37,0,-0.03997677,-0.020554562,-0.048884503,0.041619916,-0.003270353,2,2.30E-138,0.999469176,0.000530824,3.89E-37,3.32E-43,2.12E-292,6.41E-47,1.94E-50,0,0.019358261,0.002404408,0.035332677,0.005321185,1.72E-05,0.023393303,1,1,1.81E-128,8.43E-48,1.85E-12,3.09E-273,1.06E-119,2.05E-54,9.53E-50,0,0,-0.018206979,-0.003058535,-0.037845755,0.004861459,0.001004918,0.0250375,4.35E-05,1,1,3.79E-133,2.32E-40,3.03E-10,0,2.73E-251,2.70E-46,3.82E-55,0,2.19E-151,-0.036315885,-0.005556929,-0.046916884,0.018757034,-0.016308074,0.025103103,0.014734314,-0.001402398
49,FZ467_E_rosea_Plate5,FZ467_E_rosea,FZ467,rosea,Chile,1329,-35.46583,-70.97722,1,0.999742073,4.47E-05,6.08E-76,0.000212447,7.34E-07,2.15E-32,0.060920115,0.029586838,1,0.999999989,9.93E-79,3.11E-22,7.66E-28,1.00E-08,6.00E-10,1.34E-90,9.26E-82,4.02E-37,-0.031883712,-0.010242577,-0.052956603,4,8.58E-96,0.080659531,7.35E-26,0.919340469,7.65E-31,9.34E-15,2.47E-212,1.92E-23,4.13E-39,0,-0.017725461,0.019793361,0.022492298,0.012191783,1,0.999999949,2.04E-101,3.25E-25,2.87E-30,5.08E-08,3.01E-194,3.77E-38,2.87E-40,0,-0.041628006,-0.020057604,-0.047388538,0.046259126,-0.008279509,2,2.00E-144,0.99933288,0.00066712,1.19E-36,3.72E-43,2.70E-288,1.69E-49,2.46E-51,0,0.021486976,0.002579603,0.034438766,0.003839333,0.001697122,0.025926672,1,1,3.67E-132,1.08E-46,3.73E-12,5.83E-268,5.26E-118,1.22E-58,1.29E-48,0,0,-0.02027608,-0.003144767,-0.036408426,0.001665904,0.004838762,0.027679594,-0.003703788,1,1,8.60E-139,1.86E-39,4.14E-10,0,7.24E-251,5.85E-46,2.61E-60,0,1.21E-150,-0.039010195,-0.005932879,-0.044027491,0.016183874,-0.023291476,0.025629039,0.018818122,-0.003280976
50,FZ477_E_rosea_Plate4,FZ477_E_rosea,FZ477,rosea,Chile,1661,-35.59666667,-71.0175,1,0.99998438,1.36E-05,1.30E-112,2.04E-06,2.72E-08,5.05E-32,0.111420279,0.02909403,1,0.999999999,6.49E-98,1.59E-27,6.82E-26,1.31E-09,2.30E-13,3.09E-72,2.51E-94,6.93E-44,-0.046325553,-0.002903529,-0.056995099,4,2.22E-113,0.022247493,4.17E-31,0.977752507,6.35E-30,4.09E-17,1.82E-182,9.77E-30,5.94E-45,0,-0.023001066,0.015786233,0.028034111,0.012939771,1,0.999999893,2.13E-117,2.03E-31,1.21E-30,1.07E-07,3.85E-195,3.46E-42,3.29E-44,0,-0.054024766,-0.020856743,-0.035098017,0.055609146,0.017678067,2,4.44E-165,0.999529524,0.000470476,4.38E-46,1.55E-43,6.07E-274,2.50E-59,2.41E-58,0,0.025971132,-0.002649355,0.04096346,-0.005673817,-0.002354294,0.019175069,1,1,2.78E-151,9.44E-57,8.07E-13,1.31E-255,2.07E-118,4.42E-64,1.63E-55,0,0,-0.024774727,0.001706116,-0.041127453,-0.006579717,-0.005316021,0.023527221,0.000278625,1,1,1.25E-157,4.53E-50,1.21E-11,1.57E-275,1.02E-236,7.32E-51,3.73E-63,0,1.57E-155,-0.042829691,0.004092481,-0.055024483,0.003425826,-0.018136834,0.020495134,0.001386221,-0.020237768
51,FZ478_E_rosea_Plate5,FZ478_E_rosea,FZ478,rosea,Chile,1660,-35.59666,-71.0175,1,0.999894833,6.05E-05,9.86E-85,4.46E-05,7.99E-08,5.46E-34,0.074365533,0.023916397,1,0.99999992,7.81E-91,4.74E-24,1.05E-22,7.98E-08,4.78E-12,6.04E-55,2.08E-82,6.73E-39,-0.043039136,0.000247688,-0.04004451,4,4.48E-105,0.009707508,1.60E-25,0.990292492,9.91E-26,1.79E-14,8.92E-135,6.78E-26,2.08E-41,0,-0.022105484,0.010774108,0.021015213,0.011579544,1,0.999999812,1.88E-110,1.46E-24,1.29E-25,1.88E-07,2.77E-135,1.76E-39,3.02E-41,0,-0.050540429,-0.024163947,-0.030735254,0.041339087,-0.002510961,2,6.31E-156,0.999754706,0.000245294,2.61E-39,1.16E-38,5.65E-217,1.92E-56,1.57E-54,0,0.026388219,-0.003115888,0.033427903,-0.001073063,0.002814667,0.015443582,1,1,1.22E-141,1.87E-50,4.33E-12,5.01E-209,2.70E-107,1.59E-60,3.85E-53,0,0,-0.025432488,0.001902003,-0.036966094,-0.001864012,0.001255473,0.014178471,0.006897195,1,1,2.90E-146,5.67E-46,5.94E-11,1.32E-232,1.00E-214,2.21E-49,1.67E-59,0,1.85E-143,-0.039115481,0.006056775,-0.04996323,0.006964605,-0.018134279,0.015899373,-0.004038977,-0.002016522
52,FZ510_E_rosea_Plate4,FZ510_E_rosea,FZ510,rosea,Chile,725,-40.77027778,-72.27111111,1,0.999660898,0.000312624,3.49E-86,2.65E-05,1.72E-09,1.69E-50,0.077414219,0.009331305,1,0.999998704,1.50E-94,4.26E-19,6.23E-25,1.30E-06,4.92E-12,1.77E-64,1.62E-53,2.43E-39,-0.045991018,-0.00675454,-0.029689887,2,3.70E-111,0.999682831,1.37E-17,0.000317169,2.73E-22,2.30E-15,2.57E-131,8.88E-30,3.26E-32,0,-0.027078329,0.008878682,0.016001167,-0.007145169,1,0.999997524,1.28E-121,1.27E-19,5.68E-25,2.48E-06,6.99E-166,8.87E-48,2.23E-31,0,-0.064452889,-0.012029126,-0.026290426,-0.000608428,0.023880141,2,6.24E-160,0.99938191,0.00061809,4.28E-31,9.53E-40,6.61E-249,3.83E-50,2.85E-62,0,0.027818688,0.002811456,0.027520637,0.015104756,-0.008264881,-0.012651557,1,0.999999999,1.54E-141,5.94E-38,7.87E-10,8.50E-221,8.35E-104,1.54E-55,3.06E-55,0,0,-0.028390722,-0.002925086,-0.027410817,0.007679214,-0.007767866,-0.004406511,-0.021675974,1,0.999999999,6.92E-156,4.24E-34,1.21E-09,3.96E-226,2.69E-195,7.98E-55,3.60E-57,0,3.64E-119,-0.053517779,0.006034361,-0.023498699,0.014466423,-0.001504248,-0.025232672,0.014537253,-0.009646886
53,FZ527_E_rosea_Plate1,FZ527_E_rosea,FZ527,rosea,Chile,592,-40.20777778,-73.4,4,6.33E-05,3.48E-07,7.05E-18,0.99993638,2.35E-09,3.94E-197,-0.054902427,0.022244817,6,2.77E-06,1.28E-16,3.32E-29,5.09E-24,4.00E-09,0.999997228,9.32E-149,3.16E-253,1.25E-11,0.030034919,0.001248488,-0.040987713,2,1.12E-22,0.999999921,2.14E-24,3.35E-21,9.53E-24,6.45E-18,0,2.12E-10,7.87E-08,0,0.014180462,0.01398547,0.021646093,-0.009795055,1,0.999986146,1.11E-25,2.71E-25,9.38E-25,1.35E-05,0,4.02E-20,3.78E-07,0,0.020817034,-0.016308522,-0.052115856,0.007723584,0.037202231,3,1.30E-33,1.36E-05,0.999986406,2.44E-40,3.94E-39,0,6.47E-12,5.37E-25,0,-0.02318309,-0.001607105,0.030571763,0.015736774,-0.002289969,-0.008191826,1,0.999999997,1.78E-35,7.97E-48,2.83E-09,0,7.52E-108,4.54E-17,6.03E-29,0,0,0.023110216,0.002449144,-0.030258006,0.012689661,-0.006886368,-0.008820653,-0.016391371,1,0.999999869,4.65E-37,5.78E-40,1.31E-07,0,2.19E-197,1.54E-24,2.43E-14,0,2.28E-123,0.016305302,0.008534257,-0.030277991,0.025671504,0.015799188,-0.03039991,0.020941425,-0.028455724
54,FZ532_E_rosea_Plate4,FZ532_E_rosea,FZ532,rosea,Chile,900,-40.17722222,-73.44055556,1,0.999507162,0.000147,1.96E-71,0.000345721,1.17E-07,3.66E-44,0.054994688,0.020840725,1,0.999999771,1.76E-75,1.73E-23,4.62E-21,2.28E-07,1.51E-09,3.08E-55,3.09E-96,5.98E-33,-0.031507805,0.002185401,-0.038603385,2,1.38E-98,0.999983656,1.69E-19,1.63E-05,8.99E-22,3.12E-17,2.68E-142,1.39E-28,1.55E-27,0,-0.022003086,0.009177275,0.019828683,-0.010631584,1,0.999999224,4.84E-110,1.13E-21,6.27E-24,7.76E-07,1.22E-172,3.36E-47,1.80E-26,0,-0.055352755,-0.019267423,-0.032045236,-0.005420563,0.03163035,2,1.52E-139,0.998758041,0.001241959,2.91E-33,9.36E-37,4.79E-237,3.14E-44,1.77E-58,0,0.020797786,-0.001049858,0.028635542,0.018722527,-0.006631086,-0.018802728,1,1,1.96E-127,1.25E-41,1.41E-10,2.65E-211,5.04E-99,1.61E-49,5.32E-56,0,0,-0.022034215,0.001107319,-0.02910408,0.012503031,-0.008510884,-0.013855309,-0.021823772,1,1,1.31E-142,3.81E-38,3.76E-10,6.32E-196,2.64E-174,4.42E-54,6.34E-49,0,3.71E-112,-0.044817352,0.013991096,-0.025100098,0.01517948,0.00814131,-0.036105927,0.007565711,-0.016379112
55,FZ112_E_alpina_Plate5,FZ112_E_alpina,FZ112,alpina,Chile,1050,-40.77527,-72.20388,2,0.158522669,0.841305315,2.40E-77,0.000172016,4.01E-18,2.53E-197,0.057115579,-0.065376413,5,4.62E-08,3.38E-94,2.46E-13,1.64E-21,0.999999954,2.31E-10,2.53E-106,2.68E-137,6.74E-26,-0.029569757,-0.001926454,0.056311317,6,3.79E-109,2.93E-05,2.60E-10,2.75E-40,8.28E-21,0.999970675,4.12E-277,7.97E-15,2.36E-43,0,-0.009949537,-0.010910808,-0.027638257,0.021055956,5,3.23E-06,3.15E-121,1.08E-12,1.87E-24,0.999996773,0,6.09E-29,1.57E-33,0,-0.032155112,0.049695359,0.052996818,-0.009979516,0.028186533,3,3.11E-145,7.10E-13,1,2.66E-12,3.13E-36,0,8.39E-45,1.26E-33,0,0.017597833,0.014412882,-0.015829435,-0.023125407,-0.023949467,-0.026549174,4,2.38E-10,3.90E-141,2.71E-16,1,0,9.56E-97,6.12E-51,8.69E-33,0,7.96E-301,-0.018149284,-0.014810874,0.021475797,-0.025765872,-0.025778141,-0.020849431,-0.004633538,4,2.34E-09,5.89E-142,1.70E-18,0.999999998,0,6.06E-239,2.94E-31,7.59E-47,0,1.57E-134,-0.023514207,-0.026459743,0.014339776,-0.046343725,0.026764805,-0.0214912,-0.000652567,0.032806932
56,FZ331_E_alpina_Plate4,FZ331_E_alpina,FZ331,alpina,Chile,2033,-33.30055556,-70.31805556,4,5.00E-06,6.56E-05,1.95E-15,0.999929446,5.60E-17,0,-0.065677848,-0.038433212,6,5.71E-12,7.67E-16,1.15E-18,1.15E-36,1.86E-08,0.999999979,2.10E-235,2.96E-237,2.23E-09,0.042245605,-0.023876852,-0.004721059,8,4.61E-22,1.94E-06,2.90E-22,2.74E-39,5.11E-32,7.21E-10,0,0.999998057,4.80E-22,0,0.024273809,0.012095394,-0.005331547,0.017266578,7,7.21E-09,1.48E-27,3.85E-24,2.64E-32,1.77E-05,0,0.999982288,1.47E-24,0,0.04636392,0.03809979,0.006737665,0.041204039,0.014213935,8,8.48E-36,4.98E-20,6.88E-05,2.45E-33,2.91E-48,0,7.89E-25,0.99993117,0,-0.026980262,0.011083858,0.003127942,-0.033714791,0.000179246,0.005786054,8,3.48E-12,2.84E-37,9.21E-36,1.76E-07,0,1.86E-116,3.25E-33,0.999999824,0,0,0.027850114,-0.011767146,0.000481665,-0.034983885,0.001087034,0.01091163,0.001098567,7,7.64E-14,7.39E-45,9.19E-37,8.80E-08,0,5.04E-269,0.999999912,2.90E-36,0,2.66E-170,0.03788487,-0.024334546,-0.010904543,-0.041609502,-0.009550505,-0.00702687,0.013260547,-0.024926818
57,FZ332_E_alpina_Plate5,FZ332_E_alpina,FZ332,alpina,Chile,2033,-33.30055,-70.31805,4,5.58E-06,0.000113681,3.98E-16,0.999880735,2.17E-17,0,-0.064598847,-0.042339227,6,1.99E-12,1.39E-16,3.95E-18,4.84E-36,6.51E-08,0.999999918,3.97E-235,5.01E-241,1.67E-08,0.042465315,-0.022951873,0.002586062,8,6.07E-22,7.93E-07,1.91E-20,1.49E-42,3.65E-31,1.27E-09,0,0.999999206,1.17E-20,0,0.024684665,0.009947693,-0.009056484,0.014736082,7,1.68E-09,2.51E-27,1.94E-22,1.38E-31,1.36E-05,0,0.999986391,6.78E-24,0,0.04844522,0.039784818,0.010216946,0.034493938,0.009443929,8,6.09E-36,1.15E-21,2.77E-05,5.00E-31,2.39E-47,0,1.71E-24,0.999972319,0,-0.027186642,0.011562507,-0.002261095,-0.032209949,0.000590104,0.00557853,8,2.66E-13,6.33E-38,1.39E-32,2.07E-07,0,5.69E-114,1.08E-32,0.999999793,0,0,0.027916034,-0.012491611,0.005531721,-0.032638811,0.001447329,0.011677455,0.000128484,7,1.54E-14,1.46E-44,3.74E-33,1.01E-07,0,4.35E-263,0.999999899,1.38E-35,0,6.64E-163,0.037662175,-0.025118103,-0.002559053,-0.039479939,-0.008939641,-0.006102547,0.012972656,-0.027333688
58,FZ334_E_alpina_Plate5,FZ334_E_alpina,FZ334,alpina,Chile,2034,-33.30055,-70.31805,4,5.36E-05,0.000127109,1.37E-17,0.999819309,5.96E-15,9.54E-273,-0.055548024,-0.027993082,6,4.90E-11,1.09E-21,4.92E-20,1.36E-24,6.63E-05,0.999889921,4.15E-174,3.23E-256,4.38E-05,0.034191629,-0.003155317,0.02301507,8,8.86E-36,6.89E-06,7.29E-24,3.13E-40,8.57E-25,4.83E-06,0,0.999988281,7.22E-29,0,0.021123051,-0.000508731,-0.00731194,0.026419016,7,4.84E-08,1.76E-44,7.31E-25,1.25E-25,0.002006669,0,0.997993283,1.21E-31,0,0.039906229,0.03036778,0.034740487,0.050421882,0.008626288,8,3.93E-54,1.32E-18,0.006867786,1.58E-32,9.11E-36,0,3.62E-33,0.993132214,0,-0.017906434,0.001387429,-0.004879215,-0.043758772,0.00260312,0.005248459,8,1.05E-10,2.69E-54,1.46E-33,5.19E-05,0,1.97E-92,1.69E-43,0.999948099,0,1.44E-294,0.018042533,-0.004309187,0.007844077,-0.042462728,0.006594128,0.013815928,-0.01038503,7,2.85E-11,1.98E-63,2.36E-33,5.81E-05,0,9.32E-232,0.999941862,6.26E-49,0,1.76E-140,0.024989462,-0.018162,-0.000440673,-0.051946835,-0.023727513,0.002275156,0.03062502,-0.013732467
59,FZ335_E_alpina_Plate5,FZ335_E_alpina,FZ335,alpina,Chile,2037,-33.3,-70.31777,4,0.00570806,0.005179589,9.58E-26,0.989112351,2.38E-13,3.02E-221,-0.031558058,-0.027855547,6,1.99E-07,1.48E-29,2.89E-12,3.57E-27,0.001760375,0.998239425,1.66E-163,4.82E-171,1.34E-09,0.020563088,-0.014422364,0.015819142,8,4.92E-33,0.011719973,5.91E-08,4.52E-32,5.96E-22,0.00011043,0,0.988169537,2.54E-15,0,0.012325957,0.004875866,-0.014401405,0.005162096,5,0.000463149,1.69E-36,3.03E-07,3.66E-22,0.935975834,0,0.063560714,4.88E-17,0,0.025980567,0.038885057,0.011953358,0.005834911,-0.006167658,3,1.07E-56,4.45E-14,0.999701863,2.83E-11,1.32E-38,0,8.71E-19,0.000298137,0,-0.012061733,0.017000427,-0.012341118,-0.01684659,-0.005533518,0.009220025,4,1.17E-07,1.59E-55,6.36E-12,0.998453314,0,6.24E-102,4.30E-23,0.00154657,0,8.16E-298,0.013089587,-0.017980324,0.014063256,-0.015009292,-0.007589765,0.014847931,0.002914247,4,4.32E-08,1.35E-61,9.95E-13,0.998565301,0,7.14E-257,0.001434655,2.56E-25,0,2.11E-140,0.014953594,-0.034283501,0.008783512,-0.025869051,0.005095001,0.010252266,-0.000827997,-0.017120368
60,FZ336_E_alpina_Plate5,FZ336_E_alpina,FZ336,alpina,Chile,2008,-33.29666,-70.315,4,3.32E-08,2.75E-07,1.49E-08,0.999999677,2.03E-17,0,-0.089582644,-0.026364018,6,1.02E-14,1.82E-08,1.02E-25,8.22E-36,2.48E-10,0.999998731,1.61E-249,1.50E-306,1.25E-06,0.05410791,-0.01645428,-0.006613775,8,1.89E-13,1.57E-07,4.95E-27,2.42E-49,9.90E-29,6.68E-12,0,0.999999843,3.34E-19,0,0.032035328,0.003979611,-0.004020928,0.015031065,7,2.30E-10,1.81E-17,7.00E-27,3.60E-29,3.67E-07,0,0.999999633,1.46E-24,0,0.066475707,0.020753782,0.007071669,0.039147787,-0.003972067,8,2.62E-21,6.25E-24,1.35E-05,3.35E-38,5.31E-43,0,7.55E-26,0.999986465,0,-0.034713135,0.002560999,-0.002358218,-0.028692974,0.014496857,0.007376029,8,8.02E-13,1.60E-22,5.65E-39,2.62E-08,0,9.88E-102,4.40E-28,0.999999974,0,0,0.035338806,-0.004160649,0.003581017,-0.027559646,0.01014596,0.010513839,0.016332659,7,5.42E-14,5.56E-26,1.30E-40,8.04E-09,0,4.15E-235,0.999999992,4.17E-31,0,5.86E-159,0.055437001,-0.011544072,-0.006632839,-0.03167345,-0.014521935,-0.003459887,-0.002216585,-0.028374401
61,FZ337_E_alpina_Plate5,FZ337_E_alpina,FZ337,alpina,Chile,2005,-33.2966666,-70.315,4,2.83E-08,3.57E-06,4.32E-11,0.999996403,4.50E-20,0,-0.087475868,-0.049044727,6,6.53E-15,1.29E-12,1.53E-21,1.02E-41,3.55E-10,0.999999995,4.46E-283,6.27E-284,4.74E-09,0.053128572,-0.029327751,-0.007077946,8,2.23E-18,9.26E-08,9.01E-27,6.19E-49,8.73E-33,3.40E-11,0,0.999999907,1.21E-22,0,0.03082891,0.008822501,-0.005983989,0.019010147,7,1.47E-10,1.38E-23,6.24E-26,8.93E-32,6.02E-07,0,0.999999397,4.13E-28,0,0.063587997,0.028608413,0.007172598,0.044494028,-0.010782596,8,9.59E-29,6.76E-24,6.64E-06,3.48E-36,2.89E-45,0,8.46E-26,0.999993362,0,-0.031845871,0.006005648,-0.002983421,-0.030229653,0.010570582,0.019830158,8,1.03E-13,1.85E-29,2.37E-37,2.08E-09,0,4.01E-109,1.08E-33,0.999999998,0,0,0.033218786,-0.007441,0.004012659,-0.028012592,0.013007726,0.023218075,0.004962455,7,2.93E-15,8.15E-36,5.82E-39,1.90E-09,0,1.50E-269,0.999999998,5.11E-39,0,1.34E-169,0.049412672,-0.022333663,-0.007841008,-0.03232326,-0.02318043,0.01914618,0.011600141,-0.023391161
62,FZ338_E_alpina_Plate4,FZ338_E_alpina,FZ338,alpina,Chile,1980,-33.29638889,-70.31444444,2,1.51E-05,0.999854526,7.85E-76,0.000130361,6.09E-29,0,0.025402938,-0.130203905,5,3.57E-12,2.51E-89,2.50E-11,6.24E-28,0.999999998,1.80E-09,2.57E-170,1.31E-176,1.56E-22,-0.015024975,-0.012510141,0.073819609,6,2.31E-103,2.09E-05,3.10E-19,5.36E-36,1.11E-32,0.999979067,0,3.97E-11,2.21E-52,0,-0.003685176,0.005038223,-0.019421964,0.039977955,5,4.46E-07,3.04E-117,8.33E-17,1.01E-28,0.999999554,0,5.13E-16,3.70E-53,0,-0.009656014,0.052035697,0.058850281,0.051983774,-0.023854367,3,2.58E-153,8.58E-16,1,1.23E-17,1.46E-41,0,9.09E-54,3.02E-25,0,0.016601615,0.016130471,-0.015403871,-0.045555019,-0.014340467,0.017876207,4,6.46E-10,1.45E-142,1.02E-19,0.999999999,0,1.40E-110,1.08E-59,2.48E-20,0,0,-0.014680308,-0.017875424,0.01832679,-0.041379908,-0.014806878,0.027814687,0.001229046,4,5.85E-10,6.54E-157,2.97E-23,0.999999999,0,5.63E-280,1.25E-19,3.25E-60,0,3.83E-163,-0.020193747,-0.034652142,0.008050264,-0.07074807,-9.45E-05,0.010486463,-0.005929544,-0.024453252
63,FZ400_E_alpina_Plate4,FZ400_E_alpina,FZ400,alpina,Chile,1912,-36.90527778,-71.40333333,2,0.00656641,0.993432989,1.34E-121,6.01E-07,5.22E-25,1.05E-292,0.10759646,-0.101148381,5,5.27E-10,2.41E-127,2.10E-11,6.97E-29,0.999999999,5.03E-15,1.00E-144,6.39E-121,6.05E-37,-0.048405748,-0.014172429,0.067981201,6,3.76E-134,9.35E-06,2.47E-15,9.13E-37,1.95E-35,0.99999065,0,1.10E-18,1.04E-58,0,-0.016048338,0.006255813,-0.025845257,0.036286182,5,1.65E-06,2.71E-139,7.36E-19,4.30E-35,0.999998347,0,1.91E-29,1.62E-46,0,-0.041323574,0.067351109,0.048750048,0.027119543,0.03124375,3,2.12E-162,2.30E-12,1,2.49E-18,1.41E-48,0,5.71E-61,6.64E-34,0,0.020452371,0.020655313,-0.003722532,-0.041823349,-0.010382212,-0.029718491,4,2.89E-09,4.35E-152,7.34E-22,0.999999997,0,1.82E-119,9.32E-53,4.41E-35,0,0,-0.019469502,-0.020589238,0.011164888,-0.031985548,-0.028316954,-0.020026436,0.024194977,4,2.60E-09,4.77E-144,1.50E-26,0.999999997,0,9.70E-290,1.51E-30,2.29E-48,0,6.06E-182,-0.013255964,-0.034187322,-0.010523727,-0.051409943,0.019334681,-0.001235465,-0.029015005,0.048878903
64,FZ416_E_alpina_Plate5,FZ416_E_alpina,FZ416,alpina,Chile,1256,-37.37805556,-71.36222222,1,0.966133027,0.017769491,1.89E-51,0.016097481,1.73E-10,5.81E-112,0.023640283,-0.011710734,5,0.055446218,1.85E-66,7.23E-11,8.62E-19,0.944521276,3.25E-05,5.12E-75,1.93E-89,6.11E-21,-0.020872924,-0.003031222,0.017663154,2,6.04E-79,0.965283667,2.70E-05,1.29E-16,2.58E-14,0.03468934,1.26E-147,2.64E-10,3.68E-27,0,-0.011459105,-0.003982662,-0.011256511,0.007288765,5,0.050723088,1.19E-89,1.17E-05,3.18E-15,0.949265197,7.02E-162,2.26E-19,2.12E-28,0,-0.02697456,0.018947198,0.027778736,-0.000138936,-0.008086436,3,8.99E-124,6.77E-07,0.999999315,7.51E-09,1.43E-26,8.39E-261,7.98E-41,1.85E-27,0,0.019260854,0.007003398,-0.011143383,-0.011438496,-0.002952456,-0.006622788,4,4.50E-05,5.10E-113,3.19E-10,0.999954988,7.43E-237,1.94E-70,3.17E-43,1.70E-24,0,3.81E-229,-0.020832936,-0.008429936,0.012968308,-0.011733057,-0.004740253,-0.004282952,0.00174291,4,0.000586372,3.44E-113,1.17E-10,0.999413628,9.83E-285,2.93E-167,2.20E-23,8.98E-44,0,7.88E-92,-0.02420367,-0.012515079,0.012903797,-0.022771204,-0.003965753,-0.002495302,-0.006850602,0.019873982
