Taxon,MorphogroupID,CladeID,SpecimenID,HerbariumSheetID,Elevation,Latitude,Longitude,LAMLEN,LAMWID,PEDLEN,OVALEN,CALYTUBLEN,CALLOBLEN,PETLEN,PETWID,FILLEN,STYLEN
leucantha,14,V,CJ1848,US1122249,100,-38.86666667,-73.29972222,22.67,7,1.06,1.53,0.7,0.55,5.85,2,3.8,3.9
leucantha,14,V,FZ384,MO6205561,706,-37.81277778,-73.1375,21.87,9.02,2.41,1.72,1.25,0.95,5.83,2.06,3.7,4
leucantha,14,V,TKsn,E70507,150,-39.87916667,-73.43333333,15.67,5.67,1.16,1.34,0.77,0.74,5.78,2.07,3.8,3.88
leucantha,14,V,WL606,L634,200,-39.96666667,-72.66666667,16,5.33,1.67,1.47,0.77,0.68,5.68,1.91,4,3.8
leucantha,14,V,TP14306,MO5695933,180,-42.70611111,-73.91666667,20.67,7.33,1.6,1.4,0.85,0.69,5.59,2.04,4,4.13
leucantha,14,V,Bs.n.,MO01029354,50,-40.25972222,-73.08333333,25.11,10.64,1.45,1.14,0.83,0.7,5.46,1.7,3.76,3.59
leucantha,14,V,EK2349,US2104905,520,-38.36666667,-72,19.67,7.33,1.5,1.43,0.8,0.58,5.39,2.12,3.7,3.84
leucantha,14,V,FZ100,MOUNM_FZ100,171,-39.96055556,-73.34777778,27,8.67,0,0,0,0,0,0,,
leucantha,14,V,FZ116,MOUNM_FZ116,90,-39.99833333,-73.00055556,20,8,0,0,0,0,0,0,,
leucantha,14,V,FZ382,MO6205562,707,-37.81305556,-73.13722222,27.33,11.28,0,0,0,0,0,0,,
revoluta,26,V,CJ1847,US1122248,100,-38.86666667,-73.29972222,42.67,14,2.3,1.62,1.17,1.47,15.02,3.3,9.95,10.5
revoluta,26,V,PB1175,E182302,424,-35.66636111,-71.25133333,39.67,19.33,3.52,1.54,1.48,1.62,14.51,3.09,9.45,10.08
myrtoidea,26,V,OZ9278,MO5681278,2000,-34.95,-70.43333333,37,18.67,1.43,1.49,1.1,1,14.45,2.83,10.7,10.93
revoluta,26,V,MG4676,E27348,250,-36.83333333,-72.68333333,38,18.67,2.94,1.5,1.55,1.95,14.29,2.8,10,10.7
revoluta,26,V,FZ491,MO6296751,438,-35.65194444,-71.25138889,33,18.33,2.23,1.3,1.19,1.52,13.63,3.1,9.75,10.14
revoluta,26,V,MG5475,E70460,750,-34.98333333,-70.76666667,34.67,18.33,2.18,1.5,1.36,1.55,13.59,2.55,8.81,9.02
revoluta,26,V,PB455,E43589,1000,-37.39416667,-71.44305556,38.33,18.67,2.13,1.67,1.12,1.53,13.13,2.92,10.13,10.4
revoluta,26,V,PB487,E96270,670,-37.81083333,-72.89694444,31.67,20,2.24,1.73,1.51,1.56,13.12,2.48,9.6,10.06
revoluta,26,V,Bs.n.,MO1031263,140,-32.53333333,-71.45,45.67,25.67,2.33,1.67,1.41,1.94,13.07,2.94,9.02,10
revoluta,26,V,FZ360,MO6274491,375,-37.64833333,-72.75972222,36.69,14.98,3.9,1.55,1.71,2.28,12.92,2.88,8.66,8.96
myrtoidea,26,V,FZ497,MO6293530,342,-35.92055556,-71.36777778,40.67,18.67,2.46,1.58,1.43,1.81,12.74,2.57,9.5,10
revoluta,26,V,MG5444,E70461,800,-33.06666667,-70.95,41.33,21.33,2.5,1.65,1.28,0.95,12.69,3.1,9.3,9.7
revoluta,26,V,FZ495,MO6274496,437,-35.64777778,-71.25527778,26.14,13.45,3.82,1.44,1.3,1.57,12.4,2.65,8.5,8.8
revoluta,26,V,QH526,MO5181866,500,-38.66666667,-72,36.67,19.33,1.92,1.66,1.39,1.77,12.05,2.3,9.1,9.71
revoluta,26,V,LL4440,MO3485939,200,-36.91666667,-72.66666667,36,17.33,2.34,1.35,1.3,1.8,11.94,1.8,8.25,8.55
revoluta,26,V,EW361,MO00920046,190,-39.68333333,-72.35,32.81,12.8,3.1,1.13,1.4,1.4,11.68,2.55,8.65,8.1
revoluta,26,V,FZ359,MO6296752,399,-37.63666667,-72.78555556,46.33,20.5,2.03,1.52,1.26,1.83,11.62,2.47,9.3,9.53
revoluta,26,V,MG5084,E70462,116,-32.56666667,-71.45,45,21.33,1.8,1.58,1.25,1.55,11.51,2.52,8.65,9.58
myrtoidea,26,V,OB6473,MO1638151,1200,-33.00222222,-71.00611111,44,20,1.25,2.07,1.5,1.2,11.43,2.03,7.29,7.35
revoluta,26,V,OZ8726,MO2403167,880,-31.97777778,-71.45,33.67,18.67,2.32,1.29,1.37,1.03,11.38,2.54,7.56,8
myrtoidea,26,V,MG5492,E70474,750,-34.98361111,-70.76666667,51.67,23.67,2.45,1.48,1.02,0.7,11.36,2.4,9.3,9.78
myrtoidea,26,V,FZ542,MO6293531,920,-33.72972222,-70.47083333,37.33,15.33,1.78,1.65,1.21,0.98,11.3,2.85,7,7.4
myrtoidea,26,V,PB71,E96332,1470,-35.9125,-70.64277778,32,20.33,2.22,1.67,1.47,1.4,11.3,2.54,8.49,8.5
revoluta,26,V,EK5372,L431,20,-31.87583333,-71.48333333,44,16.67,1.73,1.52,1.39,1.44,11.28,2.17,8.5,9.04
myrtoidea,26,V,MG5137,E70473,1270,-33.33333333,-70.36666667,45.67,25.67,1.27,1.49,1.13,0.88,11,2.55,7.1,7.6
revoluta,26,V,MG300,E158532,758,-35.86516667,-71.12013889,49.33,19.33,2.2,1.29,1.22,1.14,10.92,1.93,9.2,9.5
myrtoidea,26,V,YM7858,MO1164437,1240,-35.04888889,-70.56916667,38.51,16.49,1.6,1.7,1.4,1.15,10.81,2.07,6.95,6.5
myrtoidea,26,V,FZ544,MO6293542,920,-33.73,-70.47111111,47.4,20.69,2.2,1.29,1.38,0.84,10.75,2.45,8.3,9.54
myrtoidea,26,V,FZ496,MO6293543,342,-35.92083333,-71.36777778,34.5,16.19,3.2,1.18,1.5,1.59,10.35,2.4,7.5,8.2
revoluta,26,V,FZ499,MO6274500,266,-35.63638889,-71.48361111,32.57,15.39,2.57,1.36,1.39,2.02,10.22,2.36,7.3,8.1
myrtoidea,26,V,OZ5577,L355,1000,-29.96666667,-70.93333333,31.67,18.67,2,1.51,1.02,0.63,9.83,2.33,7.33,7.5
revoluta,26,V,MG6977,E182552,1,-39.87702778,-73.16116667,33.67,14,1.98,1.73,0.92,1.1,9.5,2.5,6.41,6.86
revoluta,26,V,CT11000,MO5102015,900,-35.84777778,-71.25,42.33,20.67,2.29,2.1,1.6,1.6,9.4,2.1,7,7.32
myrtoidea,26,V,FZ543,MO6293541,920,-33.72944444,-70.47083333,35.99,17.93,1.98,1.31,1.21,0.57,9.37,2.47,5.2,6
myrtoidea,26,V,PB644,E9938,1700,-33.32333333,-70.3175,34.33,16,1.7,1.48,1.1,0.95,9.13,2.33,6.5,6.8
myrtoidea,26,V,MG532,E158711,811,-36.57869444,-71.45505556,48.67,23.33,1.47,1.35,0.96,0.82,8.38,1.81,6,6.53
myrtoidea,26,V,MG384,E158580,811,-36.57866667,-71.45508333,72,26,2.39,1.27,0.97,0.74,8.3,1.76,6.5,7.5
myrtoidea,26,V,MG381,E158577,811,-36.57869444,-71.45508333,56.33,23,1.12,1.52,1.05,0.77,7.65,2.17,5.3,5.9
myrtoidea,26,V,MG568,E158700,485,-37.67927778,-73.22727778,50.67,20.67,2.72,1.5,0.83,0.76,7.5,2.3,5.8,6.04
myrtoidea,26,V,FZ120,MO6293526,954,-33.72916667,-70.47055556,31.43,14.12,0,0,0,0,0,0,,
myrtoidea,26,V,FZ126,MO6293532,1650,-32.99305556,-71.02944444,34.67,21.33,0,0,0,0,0,0,,
myrtoidea,26,V,FZ330,MO6293533,1945,-33.31055556,-70.32527778,38.41,18.66,0,0,0,0,0,0,,
myrtoidea,26,V,FZ333,MO6293544,2034,-33.30055556,-70.31805556,30.25,17.22,0,0,0,0,0,0,,
myrtoidea,26,V,FZ346,MO6293534,2102,-33.29944444,-70.31777778,32.74,18.54,0,0,0,0,0,0,,
myrtoidea,26,V,FZ347,MO6293536,2086,-33.30027778,-70.31777778,35.42,17.24,0,0,0,0,0,0,,
myrtoidea,26,V,FZ348,MO6293535,2060,-33.30277778,-70.31972222,30.87,16.58,0,0,0,0,0,0,,
myrtoidea,26,V,FZ349,MO6293537,1989,-33.30583333,-70.32055556,42.27,18.79,0,0,0,0,0,0,,
myrtoidea,26,V,FZ350,MO6293538,1989,-33.30597222,-70.32055556,36.69,19.45,0,0,0,0,0,0,,
myrtoidea,26,V,FZ351,MO6293540,1943,-33.315,-70.32555556,44.16,23.53,0,0,0,0,0,0,,
myrtoidea,26,V,FZ352,MO6293539,1901,-33.31777778,-70.32555556,39.27,19.96,0,0,0,0,0,0,,
myrtoidea,26,V,FZ91,MO6293529,1892,-33.32111111,-70.32666667,40.04,22.68,0,0,0,0,0,0,,
myrtoidea,26,V,FZ93,MO6293528,2089,-33.30333333,-70.31972222,33.19,16.39,0,0,0,0,0,0,,
myrtoidea,26,V,PB500,E96352,120,-37.68083333,-73.295,58,22,0,0,0,0,0,0,,
revoluta,26,V,FZ125,MO6296753,1642,-32.99583333,-71.02944444,38.67,20.67,0,0,0,0,0,0,,
revoluta,26,V,FZ365,MO6274490,773,-37.60194444,-72.80083333,37.03,15.48,0,0,0,0,0,0,,
revoluta,26,V,FZ413,MO6274495,781,-37.39305556,-71.45694444,33.08,16.16,0,0,0,0,0,0,,
revoluta,26,V,FZ454,MO6274492,664,-38.34777778,-71.84916667,29.59,16.41,0,0,0,0,0,0,,
revoluta,26,V,FZ501,MO6274486,530,-36.60055556,-71.46916667,33.5,19.99,0,0,0,0,0,0,,
revoluta,26,V,FZ503,MO6274488,529,-36.60027778,-71.46916667,31.37,15.91,0,0,0,0,0,0,,
rubra,27,V,OZ8860,MO2392535,45,-40.58972222,-73.7375,51.33,29.5,5.1,2,1.8,1.9,17.8,3.5,11.75,11.87
rosea,27,V,FZ478,MO6276173,1660,-35.59666667,-71.0175,37.74,19.75,3.24,2.1,1.38,2.03,17.46,2.75,12.4,12.65
rubra,27,V,PB260,E9923,8,-42.82,-72.7275,51.33,22.67,8.43,2.17,2.07,2.12,16.84,4.88,10.21,10.7
rosea,27,V,MG86,E158564,1341,-35.46583333,-70.97638889,51,24.33,5.05,2.14,1.58,2.11,16.57,3.2,12.6,13
rosea,27,V,FZ428,MO6276182,1091,-38.57916667,-71.6275,47.71,22.19,3.22,2.11,1.33,2.8,16.29,3.01,12.54,12.93
rubra,27,V,CC2,MOUNM_CC2,10,-41.39527778,-73.83333333,39.33,28,5.25,2.15,2,2.3,16.23,5.34,10.8,12.4
rosea,27,V,FZ466,MOUNM_FZ466,1328,-35.46611111,-70.97725,46,21.83,5.04,1.95,1.27,1.74,15.85,2.86,11.7,13.35
rosea,27,V,FZ464,MOUNM_FZ464,1328,-35.46611111,-70.97722222,50.67,22.67,4.06,2.03,1.56,1.83,15.83,2.87,11.85,12.39
rosea,27,V,MG296,E158533,1374,-35.85622222,-71.09552778,34.67,18.33,5.92,2.01,1.49,1.87,15.8,3.09,12.05,12.2
rosea,27,V,FZ467,MO6276167,1329,-35.46583333,-70.97722222,55.85,30.19,4.57,2.13,1.27,2.85,15.71,2.81,10.5,11.7
rubra,27,V,HGs.n.,MO1023161,100,-39.86666667,-73.43333333,40.33,19,4.96,2.08,1.75,1.65,15.59,3.76,10.26,10.75
rosea,27,V,FZ395,MOUNM_FZ395,1662,-36.9075,-71.41138889,41.33,14.5,4.88,1.79,1.3,2.52,15.47,3.25,11.4,11.4
rosea,27,V,TP14215,MO5695684,500,-38.32638889,-72.06138889,45,17,5.11,2,1.73,2.1,15.42,2.93,11.75,13.06
rosea,27,V,FZ392,MOUNM_FZ392,1472,-36.91805556,-71.42805556,49.33,17.83,4.24,1.82,1.3,2.02,15.39,3.23,12.3,12.3
rosea,27,V,FZ477,MOUNM_FZ477,1661,-35.59666667,-71.0175,47.67,22.33,3.37,1.93,1.42,2.09,15.37,3.15,10.9,12.7
rubra,27,V,EK1038,US2104900,51,-39.39583333,-73.22111111,54.33,23.17,5.8,1.97,1.92,2.03,15.21,3.79,10.39,10.4
rosea,27,V,FZ394,MOUNM_FZ394,1662,-36.9075,-71.41138889,32.33,10.67,4.7,1.82,1.43,2.84,15.19,3.16,11.5,12
rosea,27,V,FZ457,MOUNM_FZ457,1068,-38.25333333,-71.74861111,28.33,10.67,4.95,2.13,1.39,1.77,15.1,2.92,10.7,11.56
rubra,27,V,HM81,US1619433,50,-41.885,-73.88472222,47.67,29.33,5.37,2.33,2.18,1.91,15.04,3.76,9.9,10.9
rubra,27,V,FZ97,MOUNM_FZ97,27,-39.96472222,-73.56916667,32.5,17,6.69,2.1,1.7,1.65,14.76,4.63,8.8,9
rosea,27,V,MG291,E158505,1374,-35.85619444,-71.09555556,36.33,16,5.2,2,1.06,1.61,14.62,2.55,11.6,12.1
rubra,27,V,JW3985,MO1165879,200,-33.1,-71.68333333,36,15.33,15.43,1.6,1.39,3.2,14.54,3.35,10.71,11.05
rosea,27,V,MG85,E158663,1341,-35.46580556,-70.97641667,45,21,4.28,1.98,1.54,1.87,14.51,2.5,11.5,11.73
rubra,27,V,LL5968,MO5695682,100,-33.33333333,-71.66805556,32.22,14.8,8.3,1.52,1.55,1.92,14.5,3.5,11,11.4
rubra,27,V,PHV850,F1470209,54,-38.81055556,-73.39222222,58.33,25,6.7,1.97,2,2.3,14.4,4,8.92,9
rubra,27,V,HC80,MO1620579,31,-33.05,-71.60111111,30.67,10,11.09,1.71,1.4,2.2,14.2,2.74,10.2,10.8
rosea,27,V,MG4409,E22959,1500,-35.5,-71.16666667,35,12.5,3.51,1.75,1.26,1.12,14.15,3.14,10.8,10.9
rubra,27,V,FZ119,MOUNM_FZ119,954,-33.72916667,-70.47055556,30.67,11.67,6.64,1.8,1.45,2.79,14.13,3.21,11.5,11.2
rosea,27,V,FZ456,MO6276179,1056,-38.28666667,-71.77222222,27.73,11.55,3.33,1.47,1.16,1.65,13.8,2.61,9.13,9.31
rubra,27,V,FZ106,MOUNM_FZ106,62,-41.22638889,-72.63833333,37.33,15.33,7.29,2.35,1.8,2.28,13.8,3.81,8.85,9.6
rubra,27,V,FZ107,MO6274471,201,-39.49555556,-72.15416667,51.88,21.98,10.77,2.97,1.19,5.01,13.8,4.04,8.8,9.2
rosea,27,V,FZ470,MOUNM_FZ470,1312,-35.46916667,-70.97222222,37.67,17.67,6.58,1.96,1.18,1.51,13.78,2.15,11.4,11.6
rubra,27,V,PHV75,GH_PH75,400,-40.3425,-72.2475,37.67,11.83,6.28,2.04,2.07,2.77,13.73,3.37,10,11.19
rubra,27,V,FZ440,MOUNM_FZ440,1166,-38.57777778,-71.62305556,27,11,5.47,1.64,1.42,1.54,13.7,2.74,10.37,10.47
rubra,27,V,PB368,E96278,150,-41.21527778,-72.6825,50,23,6.8,2.38,2.02,2.3,13.69,3.41,9.7,9.9
rubra,27,V,LL4342,MO3408928,80,-33.33333333,-71.66666667,26.67,10.33,14.11,1.6,1.35,2.1,13.48,2.65,10.1,10.5
rosea,27,V,FZ426,MO6276181,798,-38.53944444,-71.67583333,25.24,7.94,2.56,2.26,1.49,2.21,13.45,2.57,10.2,10.46
rubra,27,V,OB6527,MO1639483,111,-33.140195,-71.703905,22.57,8.57,10.34,1.62,1.38,1.44,13.41,2.9,9.87,10.47
rubra,27,V,PHV317,E236138,700,-40.68361111,-71.7,42.67,20.5,10.37,1.9,1.59,2.02,13.4,3.35,9.65,10.01
rubra,27,V,FZ441,MO6274473,1130,-38.57777778,-71.6225,27.06,9.23,4.17,2.51,1.72,2.05,13.34,2.94,9,10.34
rubra,27,V,OB6523,MO1640677,170,-33.28527778,-71.64361111,23,10,16.1,1.8,1.35,2.2,13.29,2.51,9.27,9.1
rosea,27,V,FZ427,MOUNM_FZ427,798,-38.53944444,-71.67583333,36.33,11.33,4.56,1.84,1.36,1.9,13.24,2.23,10.2,10.6
rubra,27,V,JB32862,BR934953,50,-51.66666667,-72.53333333,27.33,10.33,5,1.97,1.63,1.95,13.23,3.27,9.55,10
rosea,27,V,CT10396,MO3925189,300,-37.66666667,-73,28.67,9,6.8,1.91,1.42,2.9,13.13,3.31,9.18,9.2
rubra,27,V,AS2882,L480,800,-42.86055556,-71.58138889,41,19.83,7.23,2.22,1.88,2.78,13.02,2.81,9.5,9.62
rubra,27,V,OZ9429,MO2573358,100,-33.26666667,-71.65,25,11,8.95,1.7,1.3,1.4,12.78,2.83,9.52,9.48
rubra,27,V,JW4704,MO1166097,100,-41.2,-72.55,44.33,18.33,6.21,2.05,1.75,2.66,12.76,3,9.51,9.81
rosea,27,V,FZ379,MOUNM_FZ379,984,-37.81,-73.05666667,25,10.33,4.22,1.75,1.05,1.88,12.65,2.79,8.8,9.5
rubra,27,V,JV3203,MO2260400,1000,-39.42361111,-71.42166667,53.67,26,10.64,2.47,1.72,2.82,12.59,2.99,9.1,9.46
rosea,27,V,MC12841,MO2417811,840,-40.11666667,-73.56666667,22.33,7.67,4.05,1.77,1.28,1.46,12.54,2.78,9.45,10
rubra,27,V,FZ444,MOUNM_FZ444,1130,-38.57805556,-71.62222222,24.33,11.33,6.44,1.74,1.36,1.7,12.48,2.63,9.34,9.9
alpina,27,V,FZ422,MO6274109,1259,-37.37805556,-71.36222222,15.67,7.17,3.3,1.92,1.49,2.47,12.43,3.42,8.5,8.1
rubra,27,V,FZ439,MO6274478,1165,-38.57777778,-71.62277778,23.73,8.02,3.9,1.7,1.29,1.74,12.42,2.59,9.2,9.6
rubra,27,V,EW336,MO920204,150,-39.68333333,-72.35,38.67,16.33,7.22,2,1.6,2.01,12.36,3.28,8.5,8.75
rosea,27,V,FZ527,MOUNM_FZ527,592,-40.20777778,-73.4,28.67,12.67,4.41,2.01,1.75,2.06,12.33,2.55,8.67,8.77
rosea,27,V,OZ8661,MO2374830,185,-50.33194444,-72.50305556,15,5,2.6,2.07,1.33,1.84,12.33,2.85,8.17,8.2
rubra,27,V,MW6806,NY_MW6806,830,-40.73416667,-71.41416667,46.33,23,9.31,1.84,1.38,2.17,12.18,2.98,8.28,8.7
rubra,27,V,BH5892,MO2738088,300,-41.13333333,-72.51666667,30,14,5.1,2.4,2.13,3.05,12.16,3,8.7,9.05
rubra,27,V,PA33372,MO1306155,1000,-35.01666667,-70.8,28,13,11,2.06,1.54,1.9,12.16,2.4,8.21,8.56
rubra,27,V,WE24417,F1491911,416,-49.09305556,-72.54638889,28,16.33,6.35,2.1,1.87,2.33,12.16,3.66,10.03,10.34
rubra,27,V,FZ443,MO6274479,1130,-38.57791667,-71.6225,25.15,10.37,3.14,1.83,1.41,1.53,12.1,2.86,9.25,19
rubra,27,V,PHV318,E236136,700,-40.68333333,-71.7,39,14.33,8.65,1.91,1.71,1.63,12.06,2.52,8.2,8.5
rosea,27,V,FZ532,MOUNM_FZ532,900,-40.17722222,-73.44055556,20.67,5.33,5.22,1.56,1.04,1.05,12.03,2.15,8.3,9
alpina,27,V,FZ479,MO6274114,1913,-35.59972222,-71.01166667,25.33,8.17,3.41,1.76,1.51,2.52,11.99,2.89,8.4,8.85
rubra,27,V,FZ533,MOUNM_FZ533,35,-39.67555556,-73.35138889,49.67,32,6.82,2.1,1.76,1.75,11.97,3.35,10.5,11.5
alpina,27,V,FZ424,MO6274108,1255,-37.37805556,-71.36222222,17.67,7.83,9.11,1.57,1.2,1.87,11.95,3.07,8.9,7.75
rosea,27,V,FZ510,MOUNM_FZ510,725,-40.77027778,-72.27111111,29.67,6.67,5.46,1.98,1.19,1.52,11.95,2.57,9.02,9.5
rubra,27,V,OZ5556,L540,1200,-37.40888889,-71.60611111,21.67,6.33,7.55,1.75,1.42,2.47,11.85,2.63,8.3,8.3
rubra,27,V,FZ406,MOUNM_FZ406,803,-37.39333333,-71.46277778,33.67,14,10.37,1.69,1.28,2.32,11.83,2.91,8.2,8.4
rubra,27,V,OZ17557,MO4665818,500,-33.01666667,-71.26666667,34,15.67,9.34,1.55,1.31,1.9,11.77,2.5,9.47,9.55
rubra,27,V,HBsn,UC657811,500,-46.27277778,-71.91833333,29,14.17,6.92,2.03,1.63,2.5,11.75,3.31,8.8,9.87
rubra,27,V,JM17536,MO1241750,50,-41.33333333,-72.98333333,46.33,17,8.94,1.93,1.52,1.6,11.73,2.98,8.34,8.8
alpina,27,V,KR4614,MO2989818,1650,-41.1,-71.58333333,20.67,9.83,3.95,1.83,1.28,1.93,11.72,2.89,8.6,8.2
alpina,27,V,TP14473,MO5681289,20,-51.5825,-72.75944444,26.48,9.2,2.85,1.85,1.35,1.8,11.7,2.5,7.76,7.9
rosea,27,V,FZ512,MOUNM_FZ512,720,-40.77027778,-72.27138889,32.33,10.5,5.53,1.77,1.28,1.43,11.69,3.25,8.6,9.2
rubra,27,V,FZ447,MO6274481,1150,-38.57805556,-71.62263889,29.01,15.14,6.48,1.92,1.47,1.78,11.69,2.91,8.83,9.16
alpina,27,V,FZ416,MO6274110,1256,-37.37805556,-71.36222222,14,5.67,3.45,1.97,1.32,2.4,11.58,2.76,8.4,8.1
rubra,27,V,FZ500,MOUNM_FZ500,528,-36.60027778,-71.46916667,26.33,9,6.76,1.71,1.3,2.29,11.56,2.57,8.06,7.92
rubra,27,V,FZ475,MOUNM_FZ475,1605,-35.60444444,-71.03888889,47,19.5,6.58,2.04,1.37,2.98,11.49,2.44,8.5,9.08
alpina,27,V,RF4349,NY_RF4349,1940,-37.83444444,-71.09083333,15.67,7.33,3.37,1.81,1.3,2.14,11.48,3.25,9.2,7.92
rubra,27,V,FZ442,MO6274480,1130,-38.57805556,-71.6225,23.55,10.88,5.2,2.09,1.26,1.63,11.43,2.84,10,10.23
rosea,27,V,FZ531,MOUNM_FZ531,899,-40.17722222,-73.44083333,25,6.67,4.58,1.65,1.13,1.35,11.4,2.4,8.2,9.4
rubra,27,V,MG5482,E70482,750,-34.98333333,-70.76666667,36,16,8.64,1.77,1.6,3.2,11.37,2.81,8.5,9.09
rubra,27,V,FZ425,MOUNM_FZ425,798,-38.53947222,-71.67588889,29,13.67,9.93,1.98,1.71,2.14,11.33,2.92,7.96,8.2
alpina,27,V,FZ489,MO6274113,1921,-35.59944444,-71.01,22,6.67,2.07,1.83,1.05,2.1,11.29,2.32,9.2,9.8
rosea,27,V,MG3452,E16386,200,-41.16666667,-72.5,23.33,6.33,4.88,1.4,1.39,1.42,11.29,2.9,7.38,7.7
alpina,27,V,F15998,GH_FH15998,1200,-39.38333333,-71.98333333,14.67,7.83,4.6,1.82,1.51,1.89,11.22,3.42,7.84,7.6
rubra,27,V,MB369,US3438139,1000,-40.33608333,-71.41161111,24.33,10.33,4.8,2.03,1.59,1.85,10.87,2.55,8,8.53
rubra,27,V,FZ446,MO6274476,1140,-38.57777778,-71.6225,18.24,7.54,3.86,1.82,1.31,1.19,10.79,2.46,7.8,8.6
alpina,27,V,M2048,L44,1200,-38.57805556,-71.61666667,18,8.67,3.19,1.89,1.15,1.89,10.76,2.54,6.9,8.18
rubra,27,V,MG4006,E16392,1100,-40.76666667,-72.2,35.67,17.67,8.8,1.83,1.54,2.26,10.7,2.76,8.7,9.08
rubra,27,V,RF5795,MO5716494,600,-42.16666667,-71.36666667,38.67,19.33,7.48,1.86,1.56,2.37,10.7,2.54,7.31,7.67
alpina,27,V,JW5159,MO1165975,2100,-33.08333333,-70.76666667,9.2,4,3,1.08,1.01,1.4,10.69,2,7.18,8
rubra,27,V,FZ103,MO6274472,204,-41.13638889,-72.39916667,23.81,47.97,3.2,2.6,1.3,3.89,10.67,3.1,7.6,8
rosea,27,V,FZ366,MOUNM_FZ366,774,-37.60166667,-72.80083333,31,11.67,3.09,1.83,1.25,1.76,10.62,2.83,7.09,7.09
alpina,27,V,MF6193,E131002,50,-51.12722222,-73.13027778,18.33,8.23,2.31,1.84,1.19,1.63,10.57,2.46,7.7,7.41
alpina,27,V,FZ518,MO6274105,1130,-40.77444444,-72.20027778,20.33,8.83,1.83,1.65,1,1.68,10.45,3.18,7.1,6.35
alpina,27,V,PHV335,E236125,140,-51.56794444,-72.61786111,16.33,7.83,3.15,1.9,1.4,1.87,10.45,3.28,6.7,7
rubra,27,V,FZ445,MO6274477,1130,-38.57805556,-71.62222222,21.95,9.35,4.32,1.71,1.35,1.62,10.44,2.62,8.11,9.28
alpina,27,V,PM69850,COR_PM69850,800,-50.47444444,-72.48055556,16,9,4.48,1.97,1.31,1.65,10.42,2.96,7.4,7.21
alpina,27,V,MG6031,E96581,500,-50.98333333,-72.85,13.67,6.33,2.05,1.85,1.36,1.7,10.34,2.52,7.34,7.45
rubra,27,V,EWs.n.,MO2724942,60,-41.2,-72.55,34.33,15.33,4.45,1.73,1.61,2,10.2,2.6,7.5,8.2
alpina,27,V,JK20,COR_JK20,700,-45.86666667,-71.25,11.5,6.5,1.45,1.55,0.94,1.55,10.13,2.48,6.77,6.8
alpina,27,V,ZR138,L58,1776,-38.1,-70.91666667,15.67,7.33,2.17,1.62,1.16,1.33,10.08,2.35,7.5,8.5
alpina,27,V,FZ338,MO6274112,1980,-33.29638889,-70.31444444,12,4.5,4.09,1.47,1.13,1.81,10.02,2.55,7.2,8.47
alpina,27,V,JS4381,MO2737973,1200,-36.83333333,-71.41666667,18,7,2.8,2.1,1.78,4.3,10,2.73,6.83,7.3
alpina,27,V,GS2641,NY_GS2641,600,-50.86777778,-72.79527778,16,7.57,3.1,1.79,1.15,1.82,9.92,2.8,6.5,6.35
alpina,27,V,FZ400,MO6274107,1912,-36.90527778,-71.40333333,16,6.4,2.46,1.84,1.36,2.51,9.84,3.34,6.4,6.4
rosea,27,V,AS3469,L453,550,-42.74722222,-72.00222222,21.33,7.17,4.45,1.57,1.16,1.24,9.84,2.22,6.3,6.81
alpina,27,V,EW1305,MO939304,2100,-36.9,-71.56666667,16.5,6.6,3.6,1.89,1.2,2.5,9.81,2.7,7,7.2
alpina,27,V,TP14391,MO5681288,1000,-45.88611111,-72.12583333,17,8.3,3,1.8,1.15,1.71,9.74,2.5,6.4,6.2
alpina,27,V,MG6904,E182448,1357,-39.01875,-71.68558333,18,7.33,3.23,1.68,1.09,1.98,9.69,2.36,6.2,5.5
alpina,27,V,WE24190,MO1242108,50,-51.73333333,-72.51666667,19.33,8.1,2.4,1.8,1.2,1.7,9.6,2.6,6.8,6.71
rosea,27,V,GS49,NY_GS49,500,-44.33333333,-72.52638889,23.33,8,4.06,1.77,1.17,1.32,9.52,2.48,5.65,6.2
alpina,27,V,CE10571,MO3738470,1050,-40.75,-72.15,14,7,3.1,1.9,1,1.9,9.5,2,6.68,7
alpina,27,V,EW1264,MO939430,1300,-38.7,-71.71666667,15.55,7.3,2,1.6,1.2,1.3,9.5,2.46,6.8,7.6
alpina,27,V,EW667,MO956370,1200,-41.75472222,-72.40111111,20,8.5,2.57,1.7,1.48,1.9,9.5,2.32,6.9,6.7
alpina,27,V,GS2237,MO5733317,1900,-38.86666667,-70.48333333,21,5.1,3.3,2,1.42,1.4,9.5,2.3,6.4,6.8
alpina,27,V,PB84,E96277,1750,-35.94527778,-70.50805556,17.33,5.67,2.95,1.37,1.15,1.9,9.41,2.28,6.5,7.05
rosea,27,V,CHsn,LIL384548,450,-46.79722222,-74.06777778,25.33,8,3.37,1.77,1.29,2,9.41,2.36,6.22,6.66
alpina,27,V,FZ401,MOUNM_FZ401,1914,-36.90527778,-71.40361111,13.67,5.5,2.5,1.92,1.52,3.3,9.35,2.19,6.62,7.01
alpina,27,V,FZ337,MO6276166,2005,-33.29666667,-70.31502778,14.77,6.04,2,1.57,1.26,1.2,9.31,2.08,6.2,7
alpina,27,V,PB972,E182299,1663,-38.61972222,-71.59916667,15,6.5,2,1.55,1.19,1.94,9.22,2.48,6.39,6.4
